strategy,symbol,interval,total_trades,win_rate,profit_factor,total_pnl_percent,max_drawdown_percent,sharpe_ratio,status
divergence-rsi-macd,SOLUSDT,1w,1,0.00,0.00,-3.84,3.84,0,completed
divergence-rsi-macd,XRPUSDT,1h,249,48.59,0.78,-18.32,22.17,0,completed
divergence-rsi-macd,XRPUSDT,4h,72,52.78,0.92,-4.78,6.23,0,completed
divergence-rsi-macd,XRPUSDT,1d,13,46.15,1.66,4.92,3.81,0,completed
divergence-rsi-macd,XRPUSDT,1w,4,0.00,0.00,-15.20,15.20,0,completed
dmi-adx-trend,BTCUSDT,1h,0,0,0,0,0,0,no_trades
dmi-adx-trend,BTCUSDT,4h,0,0,0,0,0,0,no_trades
dmi-adx-trend,BTCUSDT,1d,0,0,0,0,0,0,no_trades
dmi-adx-trend,BTCUSDT,1w,0,0,0,0,0,0,no_trades
dmi-adx-trend,ETHUSDT,1h,0,0,0,0,0,0,no_trades
dmi-adx-trend,ETHUSDT,4h,0,0,0,0,0,0,no_trades
dmi-adx-trend,ETHUSDT,1d,0,0,0,0,0,0,no_trades
dmi-adx-trend,ETHUSDT,1w,0,0,0,0,0,0,no_trades
dmi-adx-trend,SOLUSDT,1h,0,0,0,0,0,0,no_trades
dmi-adx-trend,SOLUSDT,4h,0,0,0,0,0,0,no_trades
dmi-adx-trend,SOLUSDT,1d,0,0,0,0,0,0,no_trades
dmi-adx-trend,SOLUSDT,1w,0,0,0,0,0,0,no_trades
dmi-adx-trend,XRPUSDT,1h,0,0,0,0,0,0,no_trades
dmi-adx-trend,XRPUSDT,4h,0,0,0,0,0,0,no_trades
dmi-adx-trend,XRPUSDT,1d,0,0,0,0,0,0,no_trades
dmi-adx-trend,XRPUSDT,1w,0,0,0,0,0,0,no_trades
donchian-adx-breakout-crypto,BTCUSDT,1h,49,44.90,0.75,-3.32,3.46,0,completed
donchian-adx-breakout-crypto,BTCUSDT,4h,5,40.00,0.35,-0.83,0.88,0,completed
donchian-adx-breakout-crypto,BTCUSDT,1d,6,50.00,1.86,0.42,0.70,0,completed
donchian-adx-breakout-crypto,BTCUSDT,1w,1,100.00,Infinity,0.81,0.00,0,completed
donchian-adx-breakout-crypto,ETHUSDT,1h,36,33.33,0.49,-3.63,3.63,0,completed
donchian-adx-breakout-crypto,ETHUSDT,4h,11,45.45,0.52,-1.92,3.10,0,completed
donchian-adx-breakout-crypto,ETHUSDT,1d,5,40.00,0.24,-2.06,2.58,0,completed
donchian-adx-breakout-crypto,ETHUSDT,1w,1,100.00,Infinity,0.53,0.00,0,completed
donchian-adx-breakout-crypto,SOLUSDT,1h,43,46.51,0.75,-3.79,4.38,0,completed
donchian-adx-breakout-crypto,SOLUSDT,4h,11,36.36,0.59,-1.52,2.07,0,completed
donchian-adx-breakout-crypto,SOLUSDT,1d,3,100.00,Infinity,0.91,0.00,0,completed
donchian-adx-breakout-crypto,SOLUSDT,1w,2,100.00,Infinity,5.94,0.00,0,completed
donchian-adx-breakout-crypto,XRPUSDT,1h,41,58.54,2.69,2.12,1.02,0,completed
donchian-adx-breakout-crypto,XRPUSDT,4h,8,75.00,13.73,0.44,0.10,0,completed
donchian-adx-breakout-crypto,XRPUSDT,1d,4,50.00,0.56,-1.34,2.79,0,completed
donchian-adx-breakout-crypto,XRPUSDT,1w,0,0,0,0,0,0,no_trades
donchian-breakout,BTCUSDT,1h,341,40.76,0.49,-38.81,38.96,0,completed
donchian-breakout,BTCUSDT,4h,107,51.40,0.62,-14.82,14.84,0,completed
donchian-breakout,BTCUSDT,1d,34,52.94,0.34,-15.12,16.96,0,completed
donchian-breakout,BTCUSDT,1w,5,80.00,0.83,-0.75,3.39,0,completed
donchian-breakout,ETHUSDT,1h,321,42.68,0.48,-38.92,38.92,0,completed
donchian-breakout,ETHUSDT,4h,107,58.88,0.81,-9.68,15.46,0,completed
donchian-breakout,ETHUSDT,1d,34,64.71,0.89,-3.36,8.32,0,completed
donchian-breakout,ETHUSDT,1w,0,0,0,0,0,0,no_trades
donchian-breakout,SOLUSDT,1h,364,50.55,0.60,-39.59,39.87,0,completed
donchian-breakout,SOLUSDT,4h,127,57.48,0.80,-13.29,19.70,0,completed
donchian-breakout,SOLUSDT,1d,35,80.00,1.85,7.60,3.42,0,completed
donchian-breakout,SOLUSDT,1w,0,0,0,0,0,0,no_trades
donchian-breakout,XRPUSDT,1h,278,42.45,0.54,-32.38,32.91,0,completed
donchian-breakout,XRPUSDT,4h,93,55.91,0.62,-13.57,14.47,0,completed
donchian-breakout,XRPUSDT,1d,11,72.73,0.80,-1.52,3.74,0,completed
donchian-breakout,XRPUSDT,1w,1,100.00,Infinity,2.19,0.00,0,completed
double-seven,BTCUSDT,1h,919,43.53,0.67,-56.89,57.22,0,completed
double-seven,BTCUSDT,4h,301,48.17,0.85,-22.48,24.53,0,completed
double-seven,BTCUSDT,1d,72,61.11,1.02,-2.49,9.82,0,completed
double-seven,BTCUSDT,1w,8,62.50,1.61,2.19,3.89,0,completed
double-seven,ETHUSDT,1h,865,39.54,0.51,-64.61,64.61,0,completed
double-seven,ETHUSDT,4h,308,46.75,0.68,-29.92,30.72,0,completed
double-seven,ETHUSDT,1d,65,61.54,1.12,0.37,4.63,0,completed
double-seven,ETHUSDT,1w,10,40.00,0.37,-6.62,7.21,0,completed
double-seven,SOLUSDT,1h,988,49.60,0.78,-57.11,57.15,0,completed
double-seven,SOLUSDT,4h,333,53.75,0.96,-15.65,21.27,0,completed
double-seven,SOLUSDT,1d,74,64.86,1.43,8.33,5.84,0,completed
double-seven,SOLUSDT,1w,0,0,0,0,0,0,no_trades
double-seven,XRPUSDT,1h,931,45.54,0.70,-56.74,57.23,0,completed
double-seven,XRPUSDT,4h,299,46.15,0.68,-32.13,33.46,0,completed
double-seven,XRPUSDT,1d,82,54.88,1.49,13.20,6.99,0,completed
double-seven,XRPUSDT,1w,8,37.50,0.72,-2.52,4.83,0,completed
elder-ray-crypto,BTCUSDT,1h,344,29.65,0.70,-25.92,26.87,0,completed
elder-ray-crypto,BTCUSDT,4h,100,36.00,0.68,-11.60,12.44,0,completed
elder-ray-crypto,BTCUSDT,1d,26,42.31,1.31,1.47,3.41,0,completed
elder-ray-crypto,BTCUSDT,1w,2,50.00,0.86,-0.23,1.18,0,completed
elder-ray-crypto,ETHUSDT,1h,354,29.66,0.92,-18.94,19.11,0,completed
elder-ray-crypto,ETHUSDT,4h,110,33.64,1.21,-0.71,6.71,0,completed
elder-ray-crypto,ETHUSDT,1d,25,36.00,0.23,-9.36,9.38,0,completed
elder-ray-crypto,ETHUSDT,1w,1,0.00,0.00,-1.10,1.10,0,completed
elder-ray-crypto,SOLUSDT,1h,342,29.82,0.75,-28.90,30.79,0,completed
elder-ray-crypto,SOLUSDT,4h,101,34.65,1.07,-2.47,10.58,0,completed
elder-ray-crypto,SOLUSDT,1d,21,23.81,1.03,-0.33,8.20,0,completed
elder-ray-crypto,SOLUSDT,1w,0,0,0,0,0,0,no_trades
elder-ray-crypto,XRPUSDT,1h,413,32.45,0.83,-26.78,27.30,0,completed
elder-ray-crypto,XRPUSDT,4h,125,36.00,1.30,3.35,6.81,0,completed
elder-ray-crypto,XRPUSDT,1d,32,43.75,1.77,10.21,7.87,0,completed
elder-ray-crypto,XRPUSDT,1w,2,50.00,7.62,10.57,1.47,0,completed
ema-crossover,BTCUSDT,1h,107,39.25,0.55,-11.41,11.61,0,completed
ema-crossover,BTCUSDT,4h,25,48.00,0.46,-4.34,4.52,0,completed
ema-crossover,BTCUSDT,1d,8,37.50,0.24,-2.96,3.35,0,completed
ema-crossover,BTCUSDT,1w,1,0.00,0.00,-3.32,3.32,0,completed
ema-crossover,ETHUSDT,1h,106,42.45,0.56,-11.18,11.66,0,completed
ema-crossover,ETHUSDT,4h,35,60.00,0.86,-2.99,5.78,0,completed
ema-crossover,ETHUSDT,1d,9,55.56,0.59,-2.49,2.97,0,completed
ema-crossover,ETHUSDT,1w,0,0,0,0,0,0,no_trades
ema-crossover,SOLUSDT,1h,114,47.37,0.55,-15.99,15.99,0,completed
ema-crossover,SOLUSDT,4h,36,50.00,0.67,-5.78,8.11,0,completed
ema-crossover,SOLUSDT,1d,5,60.00,0.57,-2.03,4.43,0,completed
ema-crossover,SOLUSDT,1w,0,0,0,0,0,0,no_trades
ema-crossover,XRPUSDT,1h,142,42.25,0.54,-16.60,16.80,0,completed
ema-crossover,XRPUSDT,4h,42,52.38,0.81,-4.36,10.22,0,completed
ema-crossover,XRPUSDT,1d,8,50.00,0.20,-5.85,7.04,0,completed
ema-crossover,XRPUSDT,1w,0,0,0,0,0,0,no_trades
ema20-trend-crypto,BTCUSDT,1h,339,42.77,0.44,-32.97,33.23,0,completed
ema20-trend-crypto,BTCUSDT,4h,93,43.01,0.69,-9.52,11.05,0,completed
ema20-trend-crypto,BTCUSDT,1d,18,50.00,0.42,-4.61,5.35,0,completed
ema20-trend-crypto,BTCUSDT,1w,4,75.00,1.92,2.13,2.41,0,completed
ema20-trend-crypto,ETHUSDT,1h,310,37.74,0.41,-34.92,36.03,0,completed
ema20-trend-crypto,ETHUSDT,4h,101,47.52,0.58,-13.85,14.89,0,completed
ema20-trend-crypto,ETHUSDT,1d,19,42.11,0.39,-6.93,6.93,0,completed
ema20-trend-crypto,ETHUSDT,1w,4,25.00,0.37,-3.76,3.76,0,completed
ema20-trend-crypto,SOLUSDT,1h,358,41.62,0.48,-41.55,41.62,0,completed
ema20-trend-crypto,SOLUSDT,4h,102,46.08,0.56,-18.12,18.20,0,completed
ema20-trend-crypto,SOLUSDT,1d,24,50.00,0.39,-10.36,10.36,0,completed
ema20-trend-crypto,SOLUSDT,1w,7,85.71,31.35,12.29,0.40,0,completed
ema20-trend-crypto,XRPUSDT,1h,354,46.61,0.53,-32.83,33.11,0,completed
ema20-trend-crypto,XRPUSDT,4h,99,51.52,1.02,-4.25,10.43,0,completed
ema20-trend-crypto,XRPUSDT,1d,23,56.52,0.75,-2.87,5.06,0,completed
ema20-trend-crypto,XRPUSDT,1w,2,100.00,Infinity,2.43,0.00,0,completed
ema5-momentum-crypto,BTCUSDT,1h,819,44.20,0.50,-56.25,56.68,0,completed
ema5-momentum-crypto,BTCUSDT,4h,247,43.32,0.59,-27.62,28.24,0,completed
ema5-momentum-crypto,BTCUSDT,1d,52,44.23,0.40,-13.35,14.42,0,completed
ema5-momentum-crypto,BTCUSDT,1w,10,80.00,2.42,4.89,2.41,0,completed
ema5-momentum-crypto,ETHUSDT,1h,823,42.16,0.54,-60.25,60.74,0,completed
ema5-momentum-crypto,ETHUSDT,4h,240,48.33,0.68,-24.73,25.07,0,completed
ema5-momentum-crypto,ETHUSDT,1d,68,54.41,0.78,-8.01,12.76,0,completed
ema5-momentum-crypto,ETHUSDT,1w,10,40.00,0.44,-7.09,9.44,0,completed
ema5-momentum-crypto,SOLUSDT,1h,834,40.41,0.54,-65.32,65.40,0,completed
ema5-momentum-crypto,SOLUSDT,4h,234,44.87,0.59,-31.90,32.18,0,completed
ema5-momentum-crypto,SOLUSDT,1d,55,47.27,0.47,-17.85,18.56,0,completed
ema5-momentum-crypto,SOLUSDT,1w,5,100.00,Infinity,6.26,0.00,0,completed
ema5-momentum-crypto,XRPUSDT,1h,831,46.33,0.57,-59.94,60.19,0,completed
ema5-momentum-crypto,XRPUSDT,4h,261,47.51,0.80,-20.59,20.88,0,completed
ema5-momentum-crypto,XRPUSDT,1d,57,45.61,0.53,-14.42,15.57,0,completed
ema5-momentum-crypto,XRPUSDT,1w,7,28.57,0.54,-4.59,5.81,0,completed
ema9-21-rsi-confirmation,BTCUSDT,1h,104,38.46,0.51,-11.80,11.80,0,completed
ema9-21-rsi-confirmation,BTCUSDT,4h,27,48.15,0.39,-5.82,5.93,0,completed
ema9-21-rsi-confirmation,BTCUSDT,1d,8,50.00,0.48,-1.78,2.66,0,completed
ema9-21-rsi-confirmation,BTCUSDT,1w,2,50.00,0.22,-2.64,3.32,0,completed
ema9-21-rsi-confirmation,ETHUSDT,1h,107,43.93,0.58,-10.77,11.65,0,completed
ema9-21-rsi-confirmation,ETHUSDT,4h,35,60.00,0.90,-2.58,5.78,0,completed
ema9-21-rsi-confirmation,ETHUSDT,1d,9,55.56,0.53,-3.03,4.41,0,completed
ema9-21-rsi-confirmation,ETHUSDT,1w,0,0,0,0,0,0,no_trades
ema9-21-rsi-confirmation,SOLUSDT,1h,113,46.90,0.51,-16.64,16.64,0,completed
ema9-21-rsi-confirmation,SOLUSDT,4h,36,50.00,0.71,-5.34,7.33,0,completed
ema9-21-rsi-confirmation,SOLUSDT,1d,6,66.67,0.74,-1.35,4.43,0,completed
ema9-21-rsi-confirmation,SOLUSDT,1w,1,100.00,Infinity,2.87,0.00,0,completed
ema9-21-rsi-confirmation,XRPUSDT,1h,141,42.55,0.57,-15.89,16.78,0,completed
ema9-21-rsi-confirmation,XRPUSDT,4h,43,53.49,1.03,-1.62,10.22,0,completed
ema9-21-rsi-confirmation,XRPUSDT,1d,8,50.00,0.22,-5.13,6.01,0,completed
ema9-21-rsi-confirmation,XRPUSDT,1w,1,0.00,0.00,-4.74,4.74,0,completed
engulfing-pattern,BTCUSDT,1h,0,0,0,0,0,0,no_trades
engulfing-pattern,BTCUSDT,4h,0,0,0,0,0,0,no_trades
engulfing-pattern,BTCUSDT,1d,0,0,0,0,0,0,no_trades
engulfing-pattern,BTCUSDT,1w,0,0,0,0,0,0,no_trades
engulfing-pattern,ETHUSDT,1h,0,0,0,0,0,0,no_trades
engulfing-pattern,ETHUSDT,4h,0,0,0,0,0,0,no_trades
engulfing-pattern,ETHUSDT,1d,0,0,0,0,0,0,no_trades
engulfing-pattern,ETHUSDT,1w,0,0,0,0,0,0,no_trades
engulfing-pattern,SOLUSDT,1h,0,0,0,0,0,0,no_trades
engulfing-pattern,SOLUSDT,4h,0,0,0,0,0,0,no_trades
engulfing-pattern,SOLUSDT,1d,0,0,0,0,0,0,no_trades
engulfing-pattern,SOLUSDT,1w,0,0,0,0,0,0,no_trades
engulfing-pattern,XRPUSDT,1h,0,0,0,0,0,0,no_trades
engulfing-pattern,XRPUSDT,4h,0,0,0,0,0,0,no_trades
engulfing-pattern,XRPUSDT,1d,0,0,0,0,0,0,no_trades
engulfing-pattern,XRPUSDT,1w,0,0,0,0,0,0,no_trades
enhanced-trend-following,BTCUSDT,1h,48,47.92,0.82,-3.45,4.08,0,completed
enhanced-trend-following,BTCUSDT,4h,15,40.00,0.22,-4.33,4.40,0,completed
enhanced-trend-following,BTCUSDT,1d,4,25.00,0.08,-2.76,2.76,0,completed
enhanced-trend-following,BTCUSDT,1w,0,0,0,0,0,0,no_trades
enhanced-trend-following,ETHUSDT,1h,48,37.50,0.52,-5.32,5.51,0,completed
enhanced-trend-following,ETHUSDT,4h,18,66.67,1.08,-0.54,2.81,0,completed
enhanced-trend-following,ETHUSDT,1d,4,25.00,0.05,-4.08,4.08,0,completed
enhanced-trend-following,ETHUSDT,1w,0,0,0,0,0,0,no_trades
enhanced-trend-following,SOLUSDT,1h,55,58.18,0.85,-3.91,4.29,0,completed
enhanced-trend-following,SOLUSDT,4h,17,41.18,0.31,-5.32,5.69,0,completed
enhanced-trend-following,SOLUSDT,1d,4,50.00,0.48,-2.42,4.43,0,completed
enhanced-trend-following,SOLUSDT,1w,0,0,0,0,0,0,no_trades
enhanced-trend-following,XRPUSDT,1h,75,46.67,0.71,-6.74,7.32,0,completed
enhanced-trend-following,XRPUSDT,4h,18,50.00,0.95,-1.10,3.44,0,completed
enhanced-trend-following,XRPUSDT,1d,3,66.67,0.27,-1.45,1.89,0,completed
enhanced-trend-following,XRPUSDT,1w,0,0,0,0,0,0,no_trades
fair-value-gap,BTCUSDT,1h,0,0,0,0,0,0,no_trades
fair-value-gap,BTCUSDT,4h,0,0,0,0,0,0,no_trades
fair-value-gap,BTCUSDT,1d,0,0,0,0,0,0,no_trades
fair-value-gap,BTCUSDT,1w,0,0,0,0,0,0,no_trades
fair-value-gap,ETHUSDT,1h,0,0,0,0,0,0,no_trades
fair-value-gap,ETHUSDT,4h,0,0,0,0,0,0,no_trades
fair-value-gap,ETHUSDT,1d,0,0,0,0,0,0,no_trades
fair-value-gap,ETHUSDT,1w,0,0,0,0,0,0,no_trades
fair-value-gap,SOLUSDT,1h,0,0,0,0,0,0,no_trades
fair-value-gap,SOLUSDT,4h,0,0,0,0,0,0,no_trades
fair-value-gap,SOLUSDT,1d,0,0,0,0,0,0,no_trades
fair-value-gap,SOLUSDT,1w,0,0,0,0,0,0,no_trades
fair-value-gap,XRPUSDT,1h,0,0,0,0,0,0,no_trades
fair-value-gap,XRPUSDT,4h,0,0,0,0,0,0,no_trades
fair-value-gap,XRPUSDT,1d,0,0,0,0,0,0,no_trades
fair-value-gap,XRPUSDT,1w,0,0,0,0,0,0,no_trades
fibonacci-retracement,BTCUSDT,1h,21,38.10,0.82,-1.46,2.26,0,completed
fibonacci-retracement,BTCUSDT,4h,20,50.00,0.86,-1.69,3.32,0,completed
fibonacci-retracement,BTCUSDT,1d,8,75.00,2.76,2.18,1.42,0,completed
fibonacci-retracement,BTCUSDT,1w,0,0,0,0,0,0,no_trades
fibonacci-retracement,ETHUSDT,1h,2,100.00,Infinity,0.23,0.00,0,completed
fibonacci-retracement,ETHUSDT,4h,25,24.00,0.25,-6.88,7.07,0,completed
fibonacci-retracement,ETHUSDT,1d,6,83.33,1.84,1.87,2.40,0,completed
fibonacci-retracement,ETHUSDT,1w,0,0,0,0,0,0,no_trades
fibonacci-retracement,SOLUSDT,1h,30,50.00,0.57,-4.23,4.23,0,completed
fibonacci-retracement,SOLUSDT,4h,50,58.00,1.16,-0.34,5.08,0,completed
fibonacci-retracement,SOLUSDT,1d,1,0.00,0.00,-1.48,1.48,0,completed
fibonacci-retracement,SOLUSDT,1w,0,0,0,0,0,0,no_trades
fibonacci-retracement,XRPUSDT,1h,5,20.00,0.14,-2.95,3.08,0,completed
fibonacci-retracement,XRPUSDT,4h,3,0.00,0.00,-6.65,6.65,0,completed
fibonacci-retracement,XRPUSDT,1d,0,0,0,0,0,0,no_trades
fibonacci-retracement,XRPUSDT,1w,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,BTCUSDT,1h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,BTCUSDT,4h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,BTCUSDT,1d,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,BTCUSDT,1w,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,ETHUSDT,1h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,ETHUSDT,4h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,ETHUSDT,1d,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,ETHUSDT,1w,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,SOLUSDT,1h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,SOLUSDT,4h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,SOLUSDT,1d,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,SOLUSDT,1w,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,XRPUSDT,1h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,XRPUSDT,4h,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,XRPUSDT,1d,0,0,0,0,0,0,no_trades
funding-rate-arbitrage,XRPUSDT,1w,0,0,0,0,0,0,no_trades
gap-fill-crypto,BTCUSDT,1h,0,0,0,0,0,0,no_trades
gap-fill-crypto,BTCUSDT,4h,0,0,0,0,0,0,no_trades
gap-fill-crypto,BTCUSDT,1d,0,0,0,0,0,0,no_trades
gap-fill-crypto,BTCUSDT,1w,0,0,0,0,0,0,no_trades
gap-fill-crypto,ETHUSDT,1h,0,0,0,0,0,0,no_trades
gap-fill-crypto,ETHUSDT,4h,0,0,0,0,0,0,no_trades
gap-fill-crypto,ETHUSDT,1d,0,0,0,0,0,0,no_trades
gap-fill-crypto,ETHUSDT,1w,0,0,0,0,0,0,no_trades
gap-fill-crypto,SOLUSDT,1h,0,0,0,0,0,0,no_trades
gap-fill-crypto,SOLUSDT,4h,0,0,0,0,0,0,no_trades
gap-fill-crypto,SOLUSDT,1d,0,0,0,0,0,0,no_trades
gap-fill-crypto,SOLUSDT,1w,0,0,0,0,0,0,no_trades
gap-fill-crypto,XRPUSDT,1h,0,0,0,0,0,0,no_trades
gap-fill-crypto,XRPUSDT,4h,0,0,0,0,0,0,no_trades
gap-fill-crypto,XRPUSDT,1d,0,0,0,0,0,0,no_trades
gap-fill-crypto,XRPUSDT,1w,0,0,0,0,0,0,no_trades
golden-cross-sma,BTCUSDT,1h,29,48.28,0.70,-2.66,3.99,0,completed
golden-cross-sma,BTCUSDT,4h,12,41.67,0.38,-1.97,2.20,0,completed
golden-cross-sma,BTCUSDT,1d,1,100.00,Infinity,0.42,0.00,0,completed
golden-cross-sma,BTCUSDT,1w,0,0,0,0,0,0,no_trades
golden-cross-sma,ETHUSDT,1h,28,57.14,0.93,-1.61,2.22,0,completed
golden-cross-sma,ETHUSDT,4h,8,50.00,0.64,-0.94,0.94,0,completed
golden-cross-sma,ETHUSDT,1d,3,66.67,7.76,1.62,0.29,0,completed
golden-cross-sma,ETHUSDT,1w,0,0,0,0,0,0,no_trades
golden-cross-sma,SOLUSDT,1h,20,30.00,0.35,-3.17,3.17,0,completed
golden-cross-sma,SOLUSDT,4h,7,71.43,1.30,0.01,0.95,0,completed
golden-cross-sma,SOLUSDT,1d,5,100.00,Infinity,3.04,0.00,0,completed
golden-cross-sma,SOLUSDT,1w,0,0,0,0,0,0,no_trades
golden-cross-sma,XRPUSDT,1h,36,55.56,0.63,-4.03,5.52,0,completed
golden-cross-sma,XRPUSDT,4h,10,80.00,19.26,4.03,0.26,0,completed
golden-cross-sma,XRPUSDT,1d,4,50.00,0.27,-3.72,4.92,0,completed
golden-cross-sma,XRPUSDT,1w,0,0,0,0,0,0,no_trades
grid-trading,BTCUSDT,1h,1316,40.96,0.60,-74.22,74.79,0,completed
grid-trading,BTCUSDT,4h,595,46.55,0.86,-37.01,41.42,0,completed
grid-trading,BTCUSDT,1d,166,47.59,0.80,-15.10,15.33,0,completed
grid-trading,BTCUSDT,1w,13,61.54,2.66,7.63,3.33,0,completed
grid-trading,ETHUSDT,1h,1359,41.06,0.62,-75.98,76.72,0,completed
grid-trading,ETHUSDT,4h,576,44.62,0.72,-47.98,51.39,0,completed
grid-trading,ETHUSDT,1d,170,54.12,0.93,-9.26,15.30,0,completed
grid-trading,ETHUSDT,1w,15,46.67,0.50,-9.62,15.20,0,completed
grid-trading,SOLUSDT,1h,1760,45.85,0.75,-77.35,77.84,0,completed
grid-trading,SOLUSDT,4h,709,43.58,0.63,-67.35,69.09,0,completed
grid-trading,SOLUSDT,1d,180,52.22,1.04,-3.14,11.15,0,completed
grid-trading,SOLUSDT,1w,0,0,0,0,0,0,no_trades
grid-trading,XRPUSDT,1h,1241,39.81,0.61,-78.72,78.83,0,completed
grid-trading,XRPUSDT,4h,569,44.11,0.76,-49.45,51.60,0,completed
grid-trading,XRPUSDT,1d,136,45.59,0.96,-6.67,28.76,0,completed
grid-trading,XRPUSDT,1w,8,25.00,0.29,-8.39,9.82,0,completed
hammer-doji,BTCUSDT,1h,0,0,0,0,0,0,failed
hammer-doji,BTCUSDT,4h,0,0,0,0,0,0,failed
hammer-doji,BTCUSDT,1d,0,0,0,0,0,0,failed
hammer-doji,BTCUSDT,1w,0,0,0,0,0,0,failed
hammer-doji,ETHUSDT,1h,0,0,0,0,0,0,failed
hammer-doji,ETHUSDT,4h,0,0,0,0,0,0,failed
hammer-doji,ETHUSDT,1d,0,0,0,0,0,0,failed
hammer-doji,ETHUSDT,1w,0,0,0,0,0,0,failed
hammer-doji,SOLUSDT,1h,0,0,0,0,0,0,failed
hammer-doji,SOLUSDT,4h,0,0,0,0,0,0,failed
hammer-doji,SOLUSDT,1d,0,0,0,0,0,0,failed
hammer-doji,SOLUSDT,1w,0,0,0,0,0,0,failed
hammer-doji,XRPUSDT,1h,0,0,0,0,0,0,failed
hammer-doji,XRPUSDT,4h,0,0,0,0,0,0,failed
hammer-doji,XRPUSDT,1d,0,0,0,0,0,0,failed
hammer-doji,XRPUSDT,1w,0,0,0,0,0,0,failed
hull-ma-trend,BTCUSDT,1h,305,41.64,0.54,-24.03,24.10,0,completed
hull-ma-trend,BTCUSDT,4h,101,38.61,0.53,-12.86,15.12,0,completed
hull-ma-trend,BTCUSDT,1d,26,69.23,1.29,0.51,2.79,0,completed
hull-ma-trend,BTCUSDT,1w,5,40.00,0.08,-3.22,3.22,0,completed
hull-ma-trend,ETHUSDT,1h,315,38.41,0.59,-25.75,26.28,0,completed
hull-ma-trend,ETHUSDT,4h,121,43.80,0.55,-15.83,17.55,0,completed
hull-ma-trend,ETHUSDT,1d,19,52.63,0.34,-7.09,7.50,0,completed
hull-ma-trend,ETHUSDT,1w,3,66.67,1.35,0.92,2.96,0,completed
hull-ma-trend,SOLUSDT,1h,328,41.77,0.75,-24.00,26.16,0,completed
hull-ma-trend,SOLUSDT,4h,94,31.91,0.31,-23.96,23.96,0,completed
hull-ma-trend,SOLUSDT,1d,24,62.50,1.06,-0.38,4.51,0,completed
hull-ma-trend,SOLUSDT,1w,3,66.67,3.43,2.11,0.92,0,completed
hull-ma-trend,XRPUSDT,1h,323,39.63,0.60,-25.48,26.92,0,completed
hull-ma-trend,XRPUSDT,4h,100,54.00,0.97,-4.96,10.90,0,completed
hull-ma-trend,XRPUSDT,1d,20,40.00,0.31,-9.90,11.39,0,completed
hull-ma-trend,XRPUSDT,1w,2,50.00,0.12,-7.44,8.40,0,completed
ibs-mean-reversion,BTCUSDT,1h,1156,43.60,0.58,-70.90,71.03,0,completed
ibs-mean-reversion,BTCUSDT,4h,342,51.17,0.69,-33.11,33.11,0,completed
ibs-mean-reversion,BTCUSDT,1d,71,54.93,0.57,-12.55,15.08,0,completed
ibs-mean-reversion,BTCUSDT,1w,9,77.78,3.02,5.32,1.74,0,completed
ibs-mean-reversion,ETHUSDT,1h,1154,45.23,0.62,-73.41,73.41,0,completed
ibs-mean-reversion,ETHUSDT,4h,343,52.77,0.71,-32.01,34.20,0,completed
ibs-mean-reversion,ETHUSDT,1d,70,58.57,0.71,-10.54,12.78,0,completed
ibs-mean-reversion,ETHUSDT,1w,4,50.00,0.24,-3.10,3.71,0,completed
ibs-mean-reversion,SOLUSDT,1h,1320,51.67,0.70,-74.75,74.88,0,completed
ibs-mean-reversion,SOLUSDT,4h,363,57.02,0.79,-31.17,32.81,0,completed
ibs-mean-reversion,SOLUSDT,1d,96,62.50,0.86,-8.74,17.38,0,completed
ibs-mean-reversion,SOLUSDT,1w,0,0,0,0,0,0,no_trades
ibs-mean-reversion,XRPUSDT,1h,1163,45.66,0.65,-69.58,70.40,0,completed
ibs-mean-reversion,XRPUSDT,4h,330,53.03,0.74,-32.85,35.46,0,completed
ibs-mean-reversion,XRPUSDT,1d,74,62.16,1.21,3.42,7.00,0,completed
ibs-mean-reversion,XRPUSDT,1w,8,50.00,0.90,-1.05,4.37,0,completed
inside-bar-breakout,BTCUSDT,1h,0,0,0,0,0,0,no_trades
inside-bar-breakout,BTCUSDT,4h,0,0,0,0,0,0,no_trades
inside-bar-breakout,BTCUSDT,1d,0,0,0,0,0,0,no_trades
inside-bar-breakout,BTCUSDT,1w,0,0,0,0,0,0,no_trades
inside-bar-breakout,ETHUSDT,1h,0,0,0,0,0,0,no_trades
inside-bar-breakout,ETHUSDT,4h,0,0,0,0,0,0,no_trades
inside-bar-breakout,ETHUSDT,1d,0,0,0,0,0,0,no_trades
