strategy,symbol,interval,total_trades,win_rate,profit_factor,total_pnl_percent,max_drawdown_percent,sharpe_ratio,status
morning-star,ETHUSDT,1d,0,0,0,0,0,0,no_trades
morning-star,ETHUSDT,1w,0,0,0,0,0,0,no_trades
morning-star,SOLUSDT,1h,0,0,0,0,0,0,no_trades
morning-star,SOLUSDT,4h,0,0,0,0,0,0,no_trades
morning-star,SOLUSDT,1d,0,0,0,0,0,0,no_trades
morning-star,SOLUSDT,1w,0,0,0,0,0,0,no_trades
morning-star,XRPUSDT,1h,0,0,0,0,0,0,no_trades
morning-star,XRPUSDT,4h,0,0,0,0,0,0,no_trades
morning-star,XRPUSDT,1d,0,0,0,0,0,0,no_trades
morning-star,XRPUSDT,1w,0,0,0,0,0,0,no_trades
nr7-breakout,BTCUSDT,1h,853,43.02,0.53,-61.99,62.07,0,completed
nr7-breakout,BTCUSDT,4h,264,47.73,0.60,-29.60,30.71,0,completed
nr7-breakout,BTCUSDT,1d,54,50.00,0.42,-13.47,14.84,0,completed
nr7-breakout,BTCUSDT,1w,3,66.67,1.71,0.94,1.50,0,completed
nr7-breakout,ETHUSDT,1h,818,42.79,0.46,-68.00,68.00,0,completed
nr7-breakout,ETHUSDT,4h,236,50.00,0.59,-30.55,31.98,0,completed
nr7-breakout,ETHUSDT,1d,62,77.42,2.00,10.71,3.85,0,completed
nr7-breakout,ETHUSDT,1w,8,12.50,0.04,-24.16,25.03,0,completed
nr7-breakout,SOLUSDT,1h,781,49.55,0.66,-59.00,59.89,0,completed
nr7-breakout,SOLUSDT,4h,230,56.96,0.77,-21.68,21.68,0,completed
nr7-breakout,SOLUSDT,1d,68,64.71,0.99,-2.57,15.29,0,completed
nr7-breakout,SOLUSDT,1w,0,0,0,0,0,0,no_trades
nr7-breakout,XRPUSDT,1h,828,47.58,0.59,-60.86,61.95,0,completed
nr7-breakout,XRPUSDT,4h,282,54.26,0.62,-33.32,33.71,0,completed
nr7-breakout,XRPUSDT,1d,67,58.21,0.63,-13.38,18.19,0,completed
nr7-breakout,XRPUSDT,1w,5,60.00,0.90,-0.58,3.80,0,completed
obv-divergence,BTCUSDT,1h,128,40.63,0.65,-11.25,12.22,0,completed
obv-divergence,BTCUSDT,4h,47,57.45,1.16,-1.20,2.83,0,completed
obv-divergence,BTCUSDT,1d,12,25.00,0.47,-2.88,4.11,0,completed
obv-divergence,BTCUSDT,1w,1,100.00,Infinity,2.11,0.00,0,completed
obv-divergence,ETHUSDT,1h,88,36.36,0.39,-13.34,13.55,0,completed
obv-divergence,ETHUSDT,4h,46,52.17,0.74,-4.40,6.26,0,completed
obv-divergence,ETHUSDT,1d,11,100.00,Infinity,5.56,0.00,0,completed
obv-divergence,ETHUSDT,1w,0,0,0,0,0,0,no_trades
obv-divergence,SOLUSDT,1h,136,48.53,1.05,-5.22,11.37,0,completed
obv-divergence,SOLUSDT,4h,41,53.66,0.82,-3.96,8.42,0,completed
obv-divergence,SOLUSDT,1d,11,54.55,0.70,-2.30,4.43,0,completed
obv-divergence,SOLUSDT,1w,0,0,0,0,0,0,no_trades
obv-divergence,XRPUSDT,1h,111,55.86,0.95,-6.01,8.33,0,completed
obv-divergence,XRPUSDT,4h,17,58.82,0.36,-5.73,7.27,0,completed
obv-divergence,XRPUSDT,1d,12,75.00,15.79,17.32,1.02,0,completed
obv-divergence,XRPUSDT,1w,0,0,0,0,0,0,no_trades
open-interest-divergence,BTCUSDT,1h,0,0,0,0,0,0,no_trades
open-interest-divergence,BTCUSDT,4h,0,0,0,0,0,0,no_trades
open-interest-divergence,BTCUSDT,1d,0,0,0,0,0,0,no_trades
open-interest-divergence,BTCUSDT,1w,0,0,0,0,0,0,no_trades
open-interest-divergence,ETHUSDT,1h,0,0,0,0,0,0,no_trades
open-interest-divergence,ETHUSDT,4h,0,0,0,0,0,0,no_trades
open-interest-divergence,ETHUSDT,1d,0,0,0,0,0,0,no_trades
open-interest-divergence,ETHUSDT,1w,0,0,0,0,0,0,no_trades
open-interest-divergence,SOLUSDT,1h,0,0,0,0,0,0,no_trades
open-interest-divergence,SOLUSDT,4h,0,0,0,0,0,0,no_trades
open-interest-divergence,SOLUSDT,1d,0,0,0,0,0,0,no_trades
open-interest-divergence,SOLUSDT,1w,0,0,0,0,0,0,no_trades
open-interest-divergence,XRPUSDT,1h,0,0,0,0,0,0,no_trades
open-interest-divergence,XRPUSDT,4h,0,0,0,0,0,0,no_trades
open-interest-divergence,XRPUSDT,1d,0,0,0,0,0,0,no_trades
open-interest-divergence,XRPUSDT,1w,0,0,0,0,0,0,no_trades
order-block-fvg,BTCUSDT,1h,96,36.46,0.45,-11.54,11.79,0,completed
order-block-fvg,BTCUSDT,4h,32,50.00,0.79,-2.90,3.08,0,completed
order-block-fvg,BTCUSDT,1d,6,50.00,0.82,-0.70,1.47,0,completed
order-block-fvg,BTCUSDT,1w,0,0,0,0,0,0,no_trades
order-block-fvg,ETHUSDT,1h,106,45.28,0.60,-10.85,10.85,0,completed
order-block-fvg,ETHUSDT,4h,38,60.53,1.87,3.65,3.35,0,completed
order-block-fvg,ETHUSDT,1d,6,33.33,0.09,-4.12,4.12,0,completed
order-block-fvg,ETHUSDT,1w,0,0,0,0,0,0,no_trades
order-block-fvg,SOLUSDT,1h,106,34.91,0.45,-17.64,17.64,0,completed
order-block-fvg,SOLUSDT,4h,29,48.28,0.68,-5.21,8.16,0,completed
order-block-fvg,SOLUSDT,1d,5,100.00,Infinity,2.40,0.00,0,completed
order-block-fvg,SOLUSDT,1w,0,0,0,0,0,0,no_trades
order-block-fvg,XRPUSDT,1h,124,36.29,0.47,-15.66,16.88,0,completed
order-block-fvg,XRPUSDT,4h,42,59.52,1.14,-0.86,3.81,0,completed
order-block-fvg,XRPUSDT,1d,9,88.89,2.72,1.87,1.27,0,completed
order-block-fvg,XRPUSDT,1w,0,0,0,0,0,0,no_trades
order-flow-imbalance,BTCUSDT,1h,0,0,0,0,0,0,no_trades
order-flow-imbalance,BTCUSDT,4h,0,0,0,0,0,0,no_trades
order-flow-imbalance,BTCUSDT,1d,0,0,0,0,0,0,no_trades
order-flow-imbalance,BTCUSDT,1w,0,0,0,0,0,0,no_trades
order-flow-imbalance,ETHUSDT,1h,0,0,0,0,0,0,no_trades
order-flow-imbalance,ETHUSDT,4h,0,0,0,0,0,0,no_trades
order-flow-imbalance,ETHUSDT,1d,0,0,0,0,0,0,no_trades
order-flow-imbalance,ETHUSDT,1w,0,0,0,0,0,0,no_trades
order-flow-imbalance,SOLUSDT,1h,0,0,0,0,0,0,no_trades
order-flow-imbalance,SOLUSDT,4h,0,0,0,0,0,0,no_trades
order-flow-imbalance,SOLUSDT,1d,0,0,0,0,0,0,no_trades
order-flow-imbalance,SOLUSDT,1w,0,0,0,0,0,0,no_trades
order-flow-imbalance,XRPUSDT,1h,0,0,0,0,0,0,no_trades
order-flow-imbalance,XRPUSDT,4h,0,0,0,0,0,0,no_trades
order-flow-imbalance,XRPUSDT,1d,0,0,0,0,0,0,no_trades
order-flow-imbalance,XRPUSDT,1w,0,0,0,0,0,0,no_trades
parabolic-sar-crypto,BTCUSDT,1h,383,40.99,0.77,-25.01,25.71,0,completed
parabolic-sar-crypto,BTCUSDT,4h,128,46.88,1.14,-3.19,6.31,0,completed
parabolic-sar-crypto,BTCUSDT,1d,27,37.04,0.75,-3.80,4.64,0,completed
parabolic-sar-crypto,BTCUSDT,1w,4,50.00,1.77,0.88,1.37,0,completed
parabolic-sar-crypto,ETHUSDT,1h,397,45.34,0.93,-20.44,22.71,0,completed
parabolic-sar-crypto,ETHUSDT,4h,108,49.07,1.00,-5.26,8.15,0,completed
parabolic-sar-crypto,ETHUSDT,1d,27,37.04,0.73,-3.99,4.56,0,completed
parabolic-sar-crypto,ETHUSDT,1w,4,25.00,0.58,-3.05,7.08,0,completed
parabolic-sar-crypto,SOLUSDT,1h,432,43.06,0.88,-26.09,27.54,0,completed
parabolic-sar-crypto,SOLUSDT,4h,138,47.83,0.85,-12.05,15.91,0,completed
parabolic-sar-crypto,SOLUSDT,1d,29,27.59,0.81,-2.56,4.16,0,completed
parabolic-sar-crypto,SOLUSDT,1w,4,50.00,1.05,0.11,5.17,0,completed
parabolic-sar-crypto,XRPUSDT,1h,397,45.84,0.86,-23.83,24.91,0,completed
parabolic-sar-crypto,XRPUSDT,4h,99,49.49,1.08,-2.88,4.78,0,completed
parabolic-sar-crypto,XRPUSDT,1d,22,50.00,2.24,8.82,2.30,0,completed
parabolic-sar-crypto,XRPUSDT,1w,2,50.00,2.09,3.39,3.02,0,completed
pattern-123-reversal,BTCUSDT,1h,775,34.84,0.44,-65.06,65.31,0,completed
pattern-123-reversal,BTCUSDT,4h,209,39.23,0.56,-28.06,28.09,0,completed
pattern-123-reversal,BTCUSDT,1d,61,50.82,0.55,-14.29,17.51,0,completed
pattern-123-reversal,BTCUSDT,1w,5,100.00,Infinity,7.21,0.00,0,completed
pattern-123-reversal,ETHUSDT,1h,734,41.42,0.51,-61.69,62.28,0,completed
pattern-123-reversal,ETHUSDT,4h,244,44.67,0.64,-31.03,32.04,0,completed
pattern-123-reversal,ETHUSDT,1d,51,56.86,0.68,-9.38,14.83,0,completed
pattern-123-reversal,ETHUSDT,1w,3,33.33,0.26,-5.00,6.69,0,completed
pattern-123-reversal,SOLUSDT,1h,812,44.33,0.55,-68.61,69.74,0,completed
pattern-123-reversal,SOLUSDT,4h,252,57.54,0.87,-18.19,23.93,0,completed
pattern-123-reversal,SOLUSDT,1d,49,71.43,1.07,-0.18,7.30,0,completed
pattern-123-reversal,SOLUSDT,1w,0,0,0,0,0,0,no_trades
pattern-123-reversal,XRPUSDT,1h,721,40.64,0.50,-62.21,62.34,0,completed
pattern-123-reversal,XRPUSDT,4h,221,50.68,0.67,-24.47,25.01,0,completed
pattern-123-reversal,XRPUSDT,1d,65,58.46,0.91,-4.29,11.74,0,completed
pattern-123-reversal,XRPUSDT,1w,4,50.00,0.95,-0.32,3.57,0,completed
percent-b-connors,BTCUSDT,1h,312,43.27,0.64,-26.00,26.58,0,completed
percent-b-connors,BTCUSDT,4h,108,48.15,0.73,-10.93,11.15,0,completed
percent-b-connors,BTCUSDT,1d,46,65.22,1.81,5.73,5.47,0,completed
percent-b-connors,BTCUSDT,1w,5,60.00,4.66,5.19,1.44,0,completed
percent-b-connors,ETHUSDT,1h,267,41.57,0.45,-29.16,29.16,0,completed
percent-b-connors,ETHUSDT,4h,78,51.28,0.53,-12.94,13.52,0,completed
percent-b-connors,ETHUSDT,1d,31,74.19,1.34,1.69,4.05,0,completed
percent-b-connors,ETHUSDT,1w,2,50.00,0.32,-1.48,2.10,0,completed
percent-b-connors,SOLUSDT,1h,322,47.83,0.71,-26.63,28.96,0,completed
percent-b-connors,SOLUSDT,4h,97,53.61,0.85,-8.32,10.96,0,completed
percent-b-connors,SOLUSDT,1d,29,58.62,0.91,-2.21,10.82,0,completed
percent-b-connors,SOLUSDT,1w,0,0,0,0,0,0,no_trades
percent-b-connors,XRPUSDT,1h,248,41.53,0.51,-29.58,29.58,0,completed
percent-b-connors,XRPUSDT,4h,72,40.28,0.77,-8.38,12.02,0,completed
percent-b-connors,XRPUSDT,1d,29,75.86,8.45,33.37,1.42,0,completed
percent-b-connors,XRPUSDT,1w,5,40.00,0.77,-1.07,3.02,0,completed
pin-inside-combo,BTCUSDT,1h,733,42.43,0.60,-53.44,53.93,0,completed
pin-inside-combo,BTCUSDT,4h,264,47.73,0.70,-26.12,26.12,0,completed
pin-inside-combo,BTCUSDT,1d,62,62.90,1.07,-1.17,7.05,0,completed
pin-inside-combo,BTCUSDT,1w,4,75.00,2.75,2.27,1.38,0,completed
pin-inside-combo,ETHUSDT,1h,794,42.95,0.53,-62.14,62.48,0,completed
pin-inside-combo,ETHUSDT,4h,264,53.41,0.75,-25.08,26.20,0,completed
pin-inside-combo,ETHUSDT,1d,60,71.67,1.42,5.04,4.24,0,completed
pin-inside-combo,ETHUSDT,1w,4,50.00,0.47,-2.47,4.46,0,completed
pin-inside-combo,SOLUSDT,1h,747,46.32,0.56,-63.32,63.55,0,completed
pin-inside-combo,SOLUSDT,4h,251,54.98,0.63,-35.94,39.23,0,completed
pin-inside-combo,SOLUSDT,1d,57,71.93,0.96,-3.08,13.64,0,completed
pin-inside-combo,SOLUSDT,1w,0,0,0,0,0,0,no_trades
pin-inside-combo,XRPUSDT,1h,850,42.82,0.52,-70.39,70.55,0,completed
pin-inside-combo,XRPUSDT,4h,273,56.78,0.88,-19.26,19.48,0,completed
pin-inside-combo,XRPUSDT,1d,66,63.64,0.90,-4.90,6.60,0,completed
pin-inside-combo,XRPUSDT,1w,7,57.14,0.75,-2.53,4.87,0,completed
pivot-points-crypto,BTCUSDT,1h,0,0,0,0,0,0,failed
pivot-points-crypto,BTCUSDT,4h,0,0,0,0,0,0,failed
pivot-points-crypto,BTCUSDT,1d,0,0,0,0,0,0,failed
pivot-points-crypto,BTCUSDT,1w,0,0,0,0,0,0,failed
pivot-points-crypto,ETHUSDT,1h,0,0,0,0,0,0,failed
pivot-points-crypto,ETHUSDT,4h,0,0,0,0,0,0,failed
pivot-points-crypto,ETHUSDT,1d,0,0,0,0,0,0,failed
pivot-points-crypto,ETHUSDT,1w,0,0,0,0,0,0,failed
pivot-points-crypto,SOLUSDT,1h,0,0,0,0,0,0,failed
pivot-points-crypto,SOLUSDT,4h,0,0,0,0,0,0,failed
pivot-points-crypto,SOLUSDT,1d,0,0,0,0,0,0,failed
pivot-points-crypto,SOLUSDT,1w,0,0,0,0,0,0,failed
pivot-points-crypto,XRPUSDT,1h,0,0,0,0,0,0,failed
pivot-points-crypto,XRPUSDT,4h,0,0,0,0,0,0,failed
pivot-points-crypto,XRPUSDT,1d,0,0,0,0,0,0,failed
pivot-points-crypto,XRPUSDT,1w,0,0,0,0,0,0,failed
ppo-momentum,BTCUSDT,1h,190,35.26,0.92,-11.66,13.09,0,completed
ppo-momentum,BTCUSDT,4h,70,35.71,1.18,-0.03,6.53,0,completed
ppo-momentum,BTCUSDT,1d,14,21.43,0.35,-6.67,7.15,0,completed
ppo-momentum,BTCUSDT,1w,2,50.00,1.43,1.16,2.84,0,completed
ppo-momentum,ETHUSDT,1h,175,30.29,0.77,-15.18,18.09,0,completed
ppo-momentum,ETHUSDT,4h,59,42.37,1.29,2.44,6.60,0,completed
ppo-momentum,ETHUSDT,1d,17,35.29,1.49,5.04,4.70,0,completed
ppo-momentum,ETHUSDT,1w,0,0,0,0,0,0,no_trades
ppo-momentum,SOLUSDT,1h,196,38.27,1.10,-4.93,11.30,0,completed
ppo-momentum,SOLUSDT,4h,66,45.45,1.17,0.51,6.97,0,completed
ppo-momentum,SOLUSDT,1d,12,41.67,1.59,5.04,6.89,0,completed
ppo-momentum,SOLUSDT,1w,2,0.00,0.00,-5.72,5.72,0,completed
ppo-momentum,XRPUSDT,1h,237,33.76,0.84,-17.86,21.31,0,completed
ppo-momentum,XRPUSDT,4h,69,43.48,1.18,0.40,6.27,0,completed
ppo-momentum,XRPUSDT,1d,18,50.00,2.12,10.71,5.98,0,completed
ppo-momentum,XRPUSDT,1w,2,50.00,0.35,-9.80,15.11,0,completed
range-breakout,BTCUSDT,1h,0,0,0,0,0,0,no_trades
range-breakout,BTCUSDT,4h,0,0,0,0,0,0,no_trades
range-breakout,BTCUSDT,1d,0,0,0,0,0,0,no_trades
range-breakout,BTCUSDT,1w,0,0,0,0,0,0,no_trades
range-breakout,ETHUSDT,1h,0,0,0,0,0,0,no_trades
range-breakout,ETHUSDT,4h,0,0,0,0,0,0,no_trades
range-breakout,ETHUSDT,1d,0,0,0,0,0,0,no_trades
range-breakout,ETHUSDT,1w,0,0,0,0,0,0,no_trades
range-breakout,SOLUSDT,1h,0,0,0,0,0,0,no_trades
range-breakout,SOLUSDT,4h,0,0,0,0,0,0,no_trades
range-breakout,SOLUSDT,1d,0,0,0,0,0,0,no_trades
range-breakout,SOLUSDT,1w,0,0,0,0,0,0,no_trades
range-breakout,XRPUSDT,1h,0,0,0,0,0,0,no_trades
range-breakout,XRPUSDT,4h,0,0,0,0,0,0,no_trades
range-breakout,XRPUSDT,1d,0,0,0,0,0,0,no_trades
range-breakout,XRPUSDT,1w,0,0,0,0,0,0,no_trades
roc-momentum-crypto,BTCUSDT,1h,438,39.95,0.49,-36.79,37.14,0,completed
roc-momentum-crypto,BTCUSDT,4h,144,46.53,0.82,-11.18,11.96,0,completed
roc-momentum-crypto,BTCUSDT,1d,38,47.37,0.74,-4.65,4.65,0,completed
roc-momentum-crypto,BTCUSDT,1w,5,60.00,1.63,1.99,3.33,0,completed
roc-momentum-crypto,ETHUSDT,1h,457,42.01,0.55,-37.29,37.63,0,completed
roc-momentum-crypto,ETHUSDT,4h,150,48.00,0.98,-7.52,9.42,0,completed
roc-momentum-crypto,ETHUSDT,1d,36,52.78,0.87,-3.15,5.25,0,completed
roc-momentum-crypto,ETHUSDT,1w,3,0.00,0.00,-4.10,4.10,0,completed
roc-momentum-crypto,SOLUSDT,1h,448,42.41,0.54,-44.03,44.03,0,completed
roc-momentum-crypto,SOLUSDT,4h,141,48.23,0.67,-16.17,17.27,0,completed
roc-momentum-crypto,SOLUSDT,1d,37,43.24,0.47,-13.94,14.83,0,completed
roc-momentum-crypto,SOLUSDT,1w,6,66.67,2.99,3.89,1.64,0,completed
roc-momentum-crypto,XRPUSDT,1h,512,40.43,0.52,-45.78,46.60,0,completed
roc-momentum-crypto,XRPUSDT,4h,155,52.90,1.18,-2.59,5.07,0,completed
roc-momentum-crypto,XRPUSDT,1d,42,54.76,0.65,-7.55,10.59,0,completed
roc-momentum-crypto,XRPUSDT,1w,2,100.00,Infinity,2.30,0.00,0,completed
rsi-divergence-trend,BTCUSDT,1h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,BTCUSDT,4h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,BTCUSDT,1d,0,0,0,0,0,0,no_trades
rsi-divergence-trend,BTCUSDT,1w,0,0,0,0,0,0,no_trades
rsi-divergence-trend,ETHUSDT,1h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,ETHUSDT,4h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,ETHUSDT,1d,0,0,0,0,0,0,no_trades
rsi-divergence-trend,ETHUSDT,1w,0,0,0,0,0,0,no_trades
rsi-divergence-trend,SOLUSDT,1h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,SOLUSDT,4h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,SOLUSDT,1d,0,0,0,0,0,0,no_trades
rsi-divergence-trend,SOLUSDT,1w,0,0,0,0,0,0,no_trades
rsi-divergence-trend,XRPUSDT,1h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,XRPUSDT,4h,0,0,0,0,0,0,no_trades
rsi-divergence-trend,XRPUSDT,1d,0,0,0,0,0,0,no_trades
rsi-divergence-trend,XRPUSDT,1w,0,0,0,0,0,0,no_trades
rsi-macd-combined,BTCUSDT,1h,0,0,0,0,0,0,no_trades
rsi-macd-combined,BTCUSDT,4h,0,0,0,0,0,0,no_trades
rsi-macd-combined,BTCUSDT,1d,0,0,0,0,0,0,no_trades
rsi-macd-combined,BTCUSDT,1w,0,0,0,0,0,0,no_trades
rsi-macd-combined,ETHUSDT,1h,0,0,0,0,0,0,no_trades
rsi-macd-combined,ETHUSDT,4h,0,0,0,0,0,0,no_trades
rsi-macd-combined,ETHUSDT,1d,0,0,0,0,0,0,no_trades
rsi-macd-combined,ETHUSDT,1w,0,0,0,0,0,0,no_trades
rsi-macd-combined,SOLUSDT,1h,0,0,0,0,0,0,no_trades
rsi-macd-combined,SOLUSDT,4h,0,0,0,0,0,0,no_trades
rsi-macd-combined,SOLUSDT,1d,0,0,0,0,0,0,no_trades
rsi-macd-combined,SOLUSDT,1w,0,0,0,0,0,0,no_trades
rsi-macd-combined,XRPUSDT,1h,0,0,0,0,0,0,no_trades
rsi-macd-combined,XRPUSDT,4h,0,0,0,0,0,0,no_trades
rsi-macd-combined,XRPUSDT,1d,0,0,0,0,0,0,no_trades
rsi-macd-combined,XRPUSDT,1w,0,0,0,0,0,0,no_trades
rsi-momentum-breakout-70,BTCUSDT,1h,153,41.83,0.71,-12.15,12.78,0,completed
rsi-momentum-breakout-70,BTCUSDT,4h,51,29.41,0.33,-11.47,11.62,0,completed
rsi-momentum-breakout-70,BTCUSDT,1d,11,54.55,0.47,-3.99,4.41,0,completed
rsi-momentum-breakout-70,BTCUSDT,1w,1,100.00,Infinity,0.50,0.00,0,completed
rsi-momentum-breakout-70,ETHUSDT,1h,139,47.48,0.64,-14.35,15.43,0,completed
rsi-momentum-breakout-70,ETHUSDT,4h,33,39.39,0.36,-9.49,9.49,0,completed
rsi-momentum-breakout-70,ETHUSDT,1d,9,77.78,2.65,2.84,1.56,0,completed
rsi-momentum-breakout-70,ETHUSDT,1w,2,50.00,0.44,-1.14,1.93,0,completed
rsi-momentum-breakout-70,SOLUSDT,1h,146,43.84,0.53,-20.53,20.53,0,completed
rsi-momentum-breakout-70,SOLUSDT,4h,44,52.27,0.70,-6.21,7.08,0,completed
rsi-momentum-breakout-70,SOLUSDT,1d,12,66.67,0.81,-1.80,5.64,0,completed
rsi-momentum-breakout-70,SOLUSDT,1w,2,100.00,Infinity,4.22,0.00,0,completed
rsi-momentum-breakout-70,XRPUSDT,1h,141,42.55,0.67,-15.05,15.85,0,completed
rsi-momentum-breakout-70,XRPUSDT,4h,41,60.98,0.92,-2.41,3.08,0,completed
rsi-momentum-breakout-70,XRPUSDT,1d,10,50.00,0.63,-2.01,3.70,0,completed
rsi-momentum-breakout-70,XRPUSDT,1w,1,100.00,Infinity,0.87,0.00,0,completed
rsi-oversold-bounce,BTCUSDT,1h,30,30.00,0.47,-4.04,4.78,0,completed
rsi-oversold-bounce,BTCUSDT,4h,15,33.33,0.17,-6.68,6.68,0,completed
rsi-oversold-bounce,BTCUSDT,1d,1,0.00,0.00,-1.28,1.28,0,completed
rsi-oversold-bounce,BTCUSDT,1w,0,0,0,0,0,0,no_trades
rsi-oversold-bounce,ETHUSDT,1h,38,42.11,0.41,-6.00,6.64,0,completed
rsi-oversold-bounce,ETHUSDT,4h,15,33.33,0.37,-3.71,4.02,0,completed
rsi-oversold-bounce,ETHUSDT,1d,1,100.00,Infinity,0.48,0.00,0,completed
rsi-oversold-bounce,ETHUSDT,1w,0,0,0,0,0,0,no_trades
rsi-oversold-bounce,SOLUSDT,1h,38,55.26,1.26,-0.33,2.76,0,completed
rsi-oversold-bounce,SOLUSDT,4h,17,41.18,0.25,-6.63,7.28,0,completed
rsi-oversold-bounce,SOLUSDT,1d,1,100.00,Infinity,0.27,0.00,0,completed
rsi-oversold-bounce,SOLUSDT,1w,0,0,0,0,0,0,no_trades
rsi-oversold-bounce,XRPUSDT,1h,36,47.22,0.63,-4.21,4.71,0,completed
rsi-oversold-bounce,XRPUSDT,4h,6,0.00,0.00,-5.17,5.17,0,completed
rsi-oversold-bounce,XRPUSDT,1d,0,0,0,0,0,0,no_trades
rsi-oversold-bounce,XRPUSDT,1w,0,0,0,0,0,0,no_trades
rsi-sma-filter,BTCUSDT,1h,53,37.74,0.49,-6.51,7.08,0,completed
rsi-sma-filter,BTCUSDT,4h,8,50.00,0.85,-0.60,1.11,0,completed
rsi-sma-filter,BTCUSDT,1d,3,66.67,4.84,3.95,1.05,0,completed
rsi-sma-filter,BTCUSDT,1w,0,0,0,0,0,0,no_trades
rsi-sma-filter,ETHUSDT,1h,30,36.67,0.41,-4.00,4.57,0,completed
rsi-sma-filter,ETHUSDT,4h,15,53.33,0.66,-1.81,2.98,0,completed
rsi-sma-filter,ETHUSDT,1d,6,66.67,0.86,-0.56,2.62,0,completed
rsi-sma-filter,ETHUSDT,1w,0,0,0,0,0,0,no_trades
rsi-sma-filter,SOLUSDT,1h,29,55.17,1.19,-0.67,3.21,0,completed
rsi-sma-filter,SOLUSDT,4h,6,50.00,0.50,-1.72,2.64,0,completed
rsi-sma-filter,SOLUSDT,1d,5,80.00,1.56,0.54,1.30,0,completed
rsi-sma-filter,SOLUSDT,1w,0,0,0,0,0,0,no_trades
rsi-sma-filter,XRPUSDT,1h,24,45.83,1.06,-1.01,2.13,0,completed
rsi-sma-filter,XRPUSDT,4h,8,37.50,0.16,-4.02,4.55,0,completed
rsi-sma-filter,XRPUSDT,1d,0,0,0,0,0,0,no_trades
rsi-sma-filter,XRPUSDT,1w,0,0,0,0,0,0,no_trades
rsi2-mean-reversion,BTCUSDT,1h,129,51.94,1.07,-5.47,7.35,0,completed
rsi2-mean-reversion,BTCUSDT,4h,44,40.91,0.62,-6.31,6.82,0,completed
rsi2-mean-reversion,BTCUSDT,1d,14,64.29,1.63,0.69,1.17,0,completed
rsi2-mean-reversion,BTCUSDT,1w,4,100.00,Infinity,4.76,0.00,0,completed
rsi2-mean-reversion,ETHUSDT,1h,138,37.68,0.36,-20.25,20.51,0,completed
rsi2-mean-reversion,ETHUSDT,4h,40,55.00,0.63,-4.77,5.56,0,completed
rsi2-mean-reversion,ETHUSDT,1d,7,57.14,1.47,1.28,2.93,0,completed
rsi2-mean-reversion,ETHUSDT,1w,0,0,0,0,0,0,no_trades
rsi2-mean-reversion,SOLUSDT,1h,126,57.14,1.16,-3.77,7.36,0,completed
rsi2-mean-reversion,SOLUSDT,4h,47,53.19,0.86,-3.68,6.12,0,completed
rsi2-mean-reversion,SOLUSDT,1d,19,68.42,1.61,3.33,3.22,0,completed
rsi2-mean-reversion,SOLUSDT,1w,2,50.00,3.84,2.45,0.90,0,completed
rsi2-mean-reversion,XRPUSDT,1h,123,48.78,0.86,-7.65,8.54,0,completed
rsi2-mean-reversion,XRPUSDT,4h,37,64.86,1.19,-0.30,3.60,0,completed
rsi2-mean-reversion,XRPUSDT,1d,9,44.44,0.28,-5.15,5.90,0,completed
rsi2-mean-reversion,XRPUSDT,1w,1,100.00,Infinity,0.58,0.00,0,completed
rsi50-momentum-crossover,BTCUSDT,1h,570,43.33,0.52,-44.58,44.74,0,completed
rsi50-momentum-crossover,BTCUSDT,4h,153,43.79,0.64,-16.36,17.76,0,completed
rsi50-momentum-crossover,BTCUSDT,1d,39,48.72,0.57,-6.62,7.33,0,completed
rsi50-momentum-crossover,BTCUSDT,1w,8,75.00,1.58,1.82,2.41,0,completed
rsi50-momentum-crossover,ETHUSDT,1h,572,41.26,0.50,-50.00,50.70,0,completed
rsi50-momentum-crossover,ETHUSDT,4h,183,43.72,0.54,-25.01,25.45,0,completed
rsi50-momentum-crossover,ETHUSDT,1d,40,57.50,1.00,-1.38,6.40,0,completed
rsi50-momentum-crossover,ETHUSDT,1w,10,40.00,0.30,-10.34,12.62,0,completed
rsi50-momentum-crossover,SOLUSDT,1h,580,39.48,0.49,-54.62,55.35,0,completed
rsi50-momentum-crossover,SOLUSDT,4h,179,41.90,0.54,-30.65,30.65,0,completed
rsi50-momentum-crossover,SOLUSDT,1d,32,53.13,0.53,-8.50,8.59,0,completed
rsi50-momentum-crossover,SOLUSDT,1w,4,100.00,Infinity,5.75,0.00,0,completed
rsi50-momentum-crossover,XRPUSDT,1h,555,45.23,0.51,-49.23,49.65,0,completed
rsi50-momentum-crossover,XRPUSDT,4h,198,50.00,0.95,-10.27,15.35,0,completed
rsi50-momentum-crossover,XRPUSDT,1d,43,48.84,0.60,-8.74,8.74,0,completed
rsi50-momentum-crossover,XRPUSDT,1w,5,20.00,0.15,-6.40,6.40,0,completed
scalping-1m,BTCUSDT,1h,0,0,0,0,0,0,no_trades
scalping-1m,BTCUSDT,4h,0,0,0,0,0,0,no_trades
scalping-1m,BTCUSDT,1d,0,0,0,0,0,0,no_trades
scalping-1m,BTCUSDT,1w,0,0,0,0,0,0,no_trades
